employee_ids,employee_names,end_datetime,length_minutes,location,qualifiers,scheduled_by,shift_id,start_datetime,station,unit_code,unit_name,work_type
"[""FD4376"", ""FD5861"", ""FD4985"", ""FD9431""]","[""Nicole Little"", ""Victoria Miller"", ""Jean Roberts"", ""Michael Jones""]",2025-08-31 04:20:45,480,"1070 S Oregon St, Seattle, WA 98104","[""COMPANY_OFFICER"", ""PARAMEDIC""]","[""Alex Lucas"", ""Amanda Lynch""]",1ab8b989-6b79-4bd9-a72c-6b2c1e344486,2025-08-30 20:20:45,STATION_15,M003,MEDIC 003,OVERTIME
"[""FD3769"", ""FD3432"", ""FD5482"", ""FD2679""]","[""James Warner"", ""Kristine Jensen"", ""Brandi Merritt"", ""Janet Miranda""]",2025-09-04 00:03:57,480,"1424 Burke Ave N, Seattle, WA 98103","[""COMPANY_OFFICER"", ""FIREFIGHTER"", ""PARAMEDIC""]","[""Peggy Cruz"", ""Whitney Shaw""]",3c67f9da-e83d-4851-b938-1cc7b0a23ba3,2025-09-03 16:03:57,STATION_1,L026,LADDER 026,REGULAR
"[""FD4871"", ""FD1997""]","[""Claudia Hill"", ""Anna Barrera""]",2025-09-05 17:49:19,480,"395 E Newton St, Seattle, WA 98112","[""COMPANY_OFFICER"", ""FIREFIGHTER""]","[""Ian Taylor"", ""John Gray""]",5a605a27-51ff-47ed-bb92-dbc985b88c6c,2025-09-05 09:49:19,STATION_10,M017,MEDIC 017,OVERTIME
"[""FD6035"", ""FD5131""]","[""Austin Curtis"", ""James Rose""]",2025-09-13 06:38:09,1440,"313 NW 60th St, Seattle, WA 98107","[""COMPANY_OFFICER""]","[""Kimberly Brown""]",51c2dd53-47ef-4dd5-a5b8-f93f2f7dcdc9,2025-09-12 06:38:09,STATION_2,M009,MEDIC 009,OVERTIME
"[""FD2016"", ""FD4984"", ""FD9586""]","[""David Atkins"", ""Charles Miller"", ""Wendy Hammond""]",2025-09-25 00:22:16,1440,"630 E Thomas St, Seattle, WA 98112","[""COMPANY_OFFICER"", ""PARAMEDIC""]","[""Eric Klein""]",08fcd23a-ce1d-40e7-b71c-f1f8b8072a48,2025-09-24 00:22:16,STATION_11,B006,BATTALION 006,OVERTIME
"[""FD7940"", ""FD7915"", ""FD8210"", ""FD8692""]","[""Patricia Davis"", ""Emily Scott"", ""Paul Jimenez"", ""Taylor Ponce""]",2025-09-18 04:37:54,480,"1089 Broad St, Seattle, WA 98101","[""COMPANY_OFFICER"", ""FIREFIGHTER"", ""PARAMEDIC""]","[""Juan Carter""]",c46f8cf5-889e-4af0-8396-5b6cbbf71b3a,2025-09-17 20:37:54,STATION_14,B003,BATTALION 003,REGULAR
"[""FD4932"", ""FD1665"", ""FD2558"", ""FD3983"", ""FD5560"", ""FD8692""]","[""Jeffrey Hampton"", ""Rebecca Miller"", ""Alexandra Meza"", ""Chelsea Chapman"", ""Susan Randall"", ""Taylor Ponce""]",2025-09-13 17:32:48,480,"1576 University Way NE, Seattle, WA 98105","[""PARAMEDIC""]","[""Elizabeth Cole"", ""William Carter""]",4dd427c6-16d6-4278-be76-706b876f8960,2025-09-13 09:32:48,STATION_4,L034,LADDER 034,REGULAR
"[""FD4456"", ""FD1977""]","[""Aaron Galloway"", ""Eric Anderson""]",2025-09-19 08:21:53,480,"1815 NE 45th St, Seattle, WA 98105","[""COMPANY_OFFICER""]","[""Steven Fuentes"", ""Austin Keith""]",b2a1281e-dd34-4e0a-b176-2154381f5380,2025-09-19 00:21:53,STATION_3,M012,MEDIC 012,REGULAR
"[""FD2686"", ""FD5734""]","[""Chad Ford"", ""Kim Andrews""]",2025-09-11 16:37:26,480,"919 E John St, Seattle, WA 98112","[""FIREFIGHTER"", ""PARAMEDIC""]","[""Wanda Mcgrath""]",23970583-dc46-433f-897c-353c250fc29a,2025-09-11 08:37:26,STATION_32,A022,AID 022,REGULAR
"[""FD9349"", ""FD2018"", ""FD7777"", ""FD9311"", ""FD9347"", ""FD2552""]","[""Eric Castillo"", ""Kylie Davis"", ""Tina Schroeder"", ""Donald Berg"", ""Keith Mitchell"", ""Steven Chaney""]",2025-09-07 14:22:37,1440,"2651 SW Juneau St, Seattle, WA 98106","[""PARAMEDIC""]","[""Victor Nunez""]",27909f3b-b113-4d3a-b830-65ee43b8d2a2,2025-09-06 14:22:37,STATION_1,L026,LADDER 026,OVERTIME
"[""FD4514"", ""FD6970"", ""FD6990""]","[""Diane Hall"", ""Austin Jackson"", ""Michael Stone""]",2025-09-09 17:27:45,600,"685 NE Campus Pkwy, Seattle, WA 98105","[""COMPANY_OFFICER""]","[""Vanessa White"", ""David Porter""]",7d97cf51-7b00-4798-8e72-32d5ee3852db,2025-09-09 07:27:45,STATION_7,M028,MEDIC 028,OVERTIME
"[""FD6710"", ""FD8795""]","[""Kevin Doyle"", ""Anthony Hill""]",2025-08-30 16:07:29,1440,"1959 W Prospect St, Seattle, WA 98109","[""FIREFIGHTER""]","[""Ashley Shaw""]",310ae39b-2be2-487e-ae76-39a72962cff7,2025-08-29 16:07:29,STATION_24,A003,AID 003,OVERTIME
"[""FD1759"", ""FD4192""]","[""Tyler Mcintosh"", ""Brendan Ashley""]",2025-09-08 15:49:05,1440,"222 E John St, Seattle, WA 98112","[""PARAMEDIC""]","[""Anthony Cortez"", ""David Galloway""]",157a8644-66ce-4f0b-aabf-5cdc7fb86b4e,2025-09-07 15:49:05,STATION_37,B017,BATTALION 017,REGULAR
"[""FD9973"", ""FD5940"", ""FD8109""]","[""Rebecca Lucas"", ""David Johnson"", ""Anne Crane""]",2025-09-12 17:18:27,720,"1575 Phinney Ave N, Seattle, WA 98103","[""PARAMEDIC""]","[""Janet Frank""]",de35ed87-1bc4-464b-8e35-34d2c653bdf8,2025-09-12 05:18:27,STATION_13,A014,AID 014,REGULAR
"[""FD6343"", ""FD9199""]","[""Hunter Gill"", ""Matthew Zamora""]",2025-09-07 10:52:48,720,"472 S Garden St, Seattle, WA 98108","[""COMPANY_OFFICER"", ""FIREFIGHTER""]","[""Kenneth Mitchell"", ""Rachel Gibson""]",b4a6a279-3799-47d0-a1f4-a77d587686f0,2025-09-06 22:52:48,STATION_33,M005,MEDIC 005,REGULAR
"[""FD1518"", ""FD2965"", ""FD7088""]","[""Ryan Evans"", ""Brian Mcmahon"", ""Allison Butler""]",2025-09-06 07:07:50,1440,"165 E Denny Way, Seattle, WA 98112","[""FIREFIGHTER"", ""PARAMEDIC""]","[""Robert Foster""]",237a7830-93f5-43de-987b-a2f64b489e57,2025-09-05 07:07:50,STATION_19,M011,MEDIC 011,REGULAR
"[""FD2815"", ""FD4998"", ""FD5633""]","[""Teresa Gutierrez"", ""Elizabeth Baldwin"", ""Jeffrey Johnson""]",2025-09-01 14:38:08,1440,"623 2nd Ave, Seattle, WA 98101","[""COMPANY_OFFICER"", ""FIREFIGHTER""]","[""Gary Allen"", ""Allison Villanueva""]",4828cf80-1701-44cd-8e07-a9ea2fb62759,2025-08-31 14:38:08,STATION_8,A008,AID 008,OVERTIME
"[""FD5932"", ""FD8486""]","[""Deborah Garcia"", ""Valerie Smith""]",2025-09-17 02:21:37,720,"471 E Blaine St, Seattle, WA 98112","[""COMPANY_OFFICER"", ""PARAMEDIC""]","[""Gregory Petersen"", ""Destiny Goodman""]",41a75674-54b4-465b-bb7e-094c6659dcd2,2025-09-16 14:21:37,STATION_22,B037,BATTALION 037,OVERTIME
"[""FD8654"", ""FD5348""]","[""Becky Williams"", ""Curtis Thomas""]",2025-09-13 03:53:23,600,"1993 W Blaine St, Seattle, WA 98109","[""COMPANY_OFFICER"", ""PARAMEDIC""]","[""Bryan Smith""]",f2611973-fa8e-45bf-9193-c639f700947d,2025-09-12 17:53:23,STATION_37,B006,BATTALION 006,OVERTIME
"[""FD3215"", ""FD4370"", ""FD9450"", ""FD8192""]","[""Nathan Walker"", ""Savannah Gregory"", ""Christopher Bender"", ""Leslie Roberts""]",2025-08-29 05:22:03,720,"305 E Republican St, Seattle, WA 98102","[""FIREFIGHTER"", ""PARAMEDIC""]","[""Allison Murray""]",b436a300-e53e-4e6c-9967-3aed23466aac,2025-08-28 17:22:03,STATION_28,L016,LADDER 016,OVERTIME
"[""FD3691"", ""FD7090"", ""FD7129"", ""FD8563""]","[""Amy Gibson"", ""Daisy Simpson"", ""Clayton Alvarado"", ""Kelli Rodriguez""]",2025-09-09 13:27:17,720,"1177 S Kenyon St, Seattle, WA 98108","[""FIREFIGHTER"", ""PARAMEDIC""]","[""Yvonne Hernandez"", ""Keith Walters""]",da8657b2-48a0-479c-b1bc-7a99ca0aca06,2025-09-09 01:27:17,STATION_30,M001,MEDIC 001,REGULAR
"[""FD9575"", ""FD6602"", ""FD3122"", ""FD3047""]","[""Jennifer Molina"", ""Kari Warren"", ""Samantha Turner"", ""Amy Johnson""]",2025-09-09 19:12:55,480,"597 W Boston St, Seattle, WA 98109","[""COMPANY_OFFICER"", ""PARAMEDIC""]","[""Carly Harris"", ""Jordan Collier""]",bdc27b59-125e-4a67-8854-edcc6782387f,2025-09-09 11:12:55,STATION_8,M010,MEDIC 010,OVERTIME
"[""FD7759"", ""FD2137"", ""FD4348"", ""FD9171""]","[""Vickie Joseph"", ""Corey Shaffer"", ""Elizabeth Murphy"", ""Mary Blackwell""]",2025-09-01 23:28:11,480,"1865 W Boston St, Seattle, WA 98109","[""COMPANY_OFFICER"", ""FIREFIGHTER""]","[""Christopher Boone"", ""Melissa Wood""]",b5274cbd-73e6-472a-abfe-4d04d361ec0a,2025-09-01 15:28:11,STATION_8,E023,ENGINE 023,OVERTIME
"[""FD3281"", ""FD8428""]","[""Benjamin Bailey"", ""Michael Dominguez""]",2025-08-31 09:03:43,600,"2495 SW Yancy St, Seattle, WA 98106","[""COMPANY_OFFICER"", ""FIREFIGHTER""]","[""John Cole""]",facb3280-17eb-4564-8bb9-63ff8d77795c,2025-08-30 23:03:43,STATION_9,M025,MEDIC 025,REGULAR
"[""FD4555"", ""FD9996"", ""FD7686""]","[""Lisa Cooper"", ""Anna Peterson"", ""Amy Nelson""]",2025-09-02 01:41:00,720,"257 E Highland Dr, Seattle, WA 98102","[""FIREFIGHTER"", ""PARAMEDIC""]","[""Wanda Miller""]",c12b3658-e893-401c-990f-ae22ed70bffe,2025-09-01 13:41:00,STATION_29,E035,ENGINE 035,OVERTIME
"[""FD9487"", ""FD2780"", ""FD7837""]","[""Kevin Jordan"", ""Jack Walker"", ""Jason Cunningham""]",2025-09-12 10:43:48,600,"1388 SW Juneau St, Seattle, WA 98106","[""COMPANY_OFFICER""]","[""Martin Taylor""]",0679444a-a01a-4dc3-a4f4-b3c44b8f25a4,2025-09-12 00:43:48,STATION_8,E013,ENGINE 013,REGULAR
"[""FD2638"", ""FD5629"", ""FD2827"", ""FD6738""]","[""Harry Walls"", ""Nancy Noble"", ""Ryan Green"", ""Joshua Wood""]",2025-09-14 19:55:54,480,"1124 E Harrison St, Seattle, WA 98112","[""COMPANY_OFFICER"", ""PARAMEDIC""]","[""Amber Hunt""]",4a00abab-58eb-4cc2-9f74-727cd3c7db8c,2025-09-14 11:55:54,STATION_5,L023,LADDER 023,REGULAR
"[""FD1852"", ""FD1791"", ""FD7454""]","[""John Mason"", ""Jeffrey Frank"", ""Tamara Mcintyre""]",2025-09-19 21:49:30,600,"377 E Olive Way, Seattle, WA 98102","[""COMPANY_OFFICER""]","[""David Gonzalez"", ""Tyler Vega""]",6da3a852-03ad-4505-88b6-80b651aeec76,2025-09-19 11:49:30,STATION_37,B013,BATTALION 013,OVERTIME
"[""FD6717"", ""FD4981"", ""FD8725"", ""FD5711""]","[""Leah Olsen"", ""Kevin Gonzales"", ""David Carr"", ""Claudia Gonzalez""]",2025-09-12 17:39:27,600,"321 Wallingford Ave N, Seattle, WA 98103","[""COMPANY_OFFICER""]","[""Glenda Walls""]",4619c3b6-4593-452c-9f9b-8c21ac1f52b7,2025-09-12 07:39:27,STATION_36,B014,BATTALION 014,REGULAR
"[""FD9585"", ""FD1436"", ""FD2890"", ""FD1366"", ""FD4343""]","[""Carol Harding"", ""Bianca Le"", ""Virginia Zamora"", ""Roger Mclaughlin"", ""Erica George""]",2025-09-09 20:17:47,720,"1842 Ashworth Ave N, Seattle, WA 98103","[""FIREFIGHTER""]","[""Jeffrey Smith""]",6af72d37-9287-4201-b412-205ad2302688,2025-09-09 08:17:47,STATION_23,L016,LADDER 016,REGULAR
"[""FD8379"", ""FD5581"", ""FD5325""]","[""Jeffrey Decker"", ""Lori Garcia"", ""Gabrielle Logan""]",2025-09-19 19:40:47,600,"834 E John St, Seattle, WA 98102","[""FIREFIGHTER"", ""PARAMEDIC""]","[""Susan Black"", ""Shelby Jenkins""]",16c76bf5-e1a1-4043-84ac-ab710bef4447,2025-09-19 09:40:47,STATION_5,A022,AID 022,OVERTIME
"[""FD6001"", ""FD2610"", ""FD3827""]","[""Lynn Haynes"", ""Thomas Rodriguez"", ""Douglas Castillo""]",2025-09-25 15:37:38,720,"1413 E Union St, Seattle, WA 98112","[""PARAMEDIC""]","[""Paul Page"", ""Noah Mckee""]",ea993bec-8a27-4c0a-a88c-d885d0abffe7,2025-09-25 03:37:38,STATION_2,B010,BATTALION 010,OVERTIME
"[""FD3633"", ""FD5528"", ""FD9703"", ""FD2469""]","[""Kelly Martin"", ""Ryan Rodriguez"", ""Maria Davis"", ""Melissa Cole""]",2025-09-11 19:49:31,720,"115 NW Leary Way, Seattle, WA 98107","[""COMPANY_OFFICER""]","[""Mary Reynolds""]",a21950f4-b432-4564-b2c1-3e1616f75840,2025-09-11 07:49:31,STATION_26,A009,AID 009,REGULAR
"[""FD2149"", ""FD9247"", ""FD1476"", ""FD6236""]","[""Mary Wilson"", ""Jennifer Evans"", ""Scott Molina"", ""Jeffery Estrada""]",2025-09-22 02:00:22,600,"163 NW 62nd St, Seattle, WA 98107","[""COMPANY_OFFICER"", ""PARAMEDIC""]","[""Nathaniel Fitzgerald"", ""Patrick Simmons""]",4ca8680f-5858-45cf-87f7-ec33b03c501f,2025-09-21 16:00:22,STATION_19,A025,AID 025,REGULAR
"[""FD7600"", ""FD9568""]","[""Jack Foster"", ""Crystal Clark""]",2025-09-17 02:37:40,600,"421 Phinney Ave N, Seattle, WA 98103","[""COMPANY_OFFICER"", ""FIREFIGHTER""]","[""Sarah Mathis""]",c98f12c3-544c-4dcd-8abf-344baa8b1cf2,2025-09-16 16:37:40,STATION_13,B033,BATTALION 033,REGULAR
"[""FD9184"", ""FD7357"", ""FD9823""]","[""Manuel Shaffer"", ""Danny Tucker"", ""Phillip Moore""]",2025-09-02 03:53:46,600,"1534 Meridian Ave N, Seattle, WA 98103","[""COMPANY_OFFICER""]","[""Daniel Berry""]",f49d80d3-031c-4f88-91f9-2f34e147b633,2025-09-01 17:53:46,STATION_5,B037,BATTALION 037,OVERTIME
"[""FD5846"", ""FD1482"", ""FD4988""]","[""Julie Garza"", ""Randy Martinez"", ""Angela Livingston""]",2025-09-23 18:26:11,720,"655 10th Ave N, Seattle, WA 98109","[""FIREFIGHTER"", ""PARAMEDIC""]","[""Ryan Vazquez"", ""Antonio Fisher""]",a6f3ee25-857f-4f2f-b8d2-983b4f9e6530,2025-09-23 06:26:11,STATION_26,E007,ENGINE 007,REGULAR
"[""FD7369"", ""FD6413"", ""FD5512""]","[""Raymond Bradley"", ""Amy Smith"", ""Tyler Stephens""]",2025-08-31 06:12:13,480,"1597 Cherry St, Seattle, WA 98101","[""COMPANY_OFFICER"", ""FIREFIGHTER""]","[""Brian Jones"", ""Elizabeth Bond""]",d944f281-a7bd-4e9d-a13d-b3ce26702ae7,2025-08-30 22:12:13,STATION_27,E009,ENGINE 009,OVERTIME
"[""FD7274"", ""FD9523"", ""FD5485"", ""FD7077""]","[""Anne Thompson"", ""Sandra Walker"", ""Tina Edwards"", ""Nathan Chavez""]",2025-08-29 17:11:01,720,"757 2nd Ave S, Seattle, WA 98104","[""FIREFIGHTER""]","[""Matthew Scott""]",bd9f8d4d-f6ea-46c5-8bf7-bd2c05b7f2c0,2025-08-29 05:11:01,STATION_7,E008,ENGINE 008,REGULAR
"[""FD5131"", ""FD3744"", ""FD7059"", ""FD9585"", ""FD8707"", ""FD6056""]","[""Anthony Navarro"", ""Donald Stafford"", ""Sherry Watson"", ""Carol Harding"", ""Dustin Mullins"", ""Julia Thomas""]",2025-09-20 23:13:23,600,"121 S Washington St, Seattle, WA 98104","[""COMPANY_OFFICER"", ""PARAMEDIC""]","[""Bobby Miles"", ""Joseph Humphrey""]",a6f34462-c731-4201-970e-e0d8bb3b58cd,2025-09-20 13:13:23,STATION_3,L022,LADDER 022,REGULAR
"[""FD4215"", ""FD4544""]","[""Suzanne Watson"", ""Nicholas Ballard""]",2025-09-17 23:14:06,1440,"177 E Olive Way, Seattle, WA 98112","[""FIREFIGHTER""]","[""Ralph Collins""]",e35c0bf7-ac79-4dac-b894-4e70fb336c13,2025-09-16 23:14:06,STATION_32,A036,AID 036,OVERTIME
"[""FD5514"", ""FD4367""]","[""Margaret Smith"", ""James Brown""]",2025-09-09 08:38:17,600,"1047 NE 45th St, Seattle, WA 98105","[""COMPANY_OFFICER"", ""FIREFIGHTER""]","[""Frank Rodriguez""]",77363b56-ea72-421a-a680-77bc6e5957dc,2025-09-08 22:38:17,STATION_20,M024,MEDIC 024,OVERTIME
"[""FD6826"", ""FD7687"", ""FD1171"", ""FD5370"", ""FD3961"", ""FD6177""]","[""Evan Lopez"", ""Heidi Riggs"", ""Cory Davis"", ""Robert Stevens"", ""Emily Johnson"", ""Brian Bates""]",2025-09-20 19:11:56,480,"1943 N 45th St, Seattle, WA 98103","[""COMPANY_OFFICER"", ""FIREFIGHTER""]","[""Justin Wood"", ""Edwin Harvey""]",454a89c7-0337-4f16-a957-e372a3f695aa,2025-09-20 11:11:56,STATION_16,E024,ENGINE 024,OVERTIME
"[""FD8486"", ""FD3418"", ""FD1121""]","[""Valerie Smith"", ""Erik Adams"", ""Lisa Singleton""]",2025-09-07 00:28:06,720,"1598 Jefferson St, Seattle, WA 98101","[""COMPANY_OFFICER"", ""PARAMEDIC""]","[""Katherine Hartman""]",ed8d47fd-548a-4f46-96de-fc656497348d,2025-09-06 12:28:06,STATION_10,A018,AID 018,OVERTIME
"[""FD8859"", ""FD9011"", ""FD6910"", ""FD9699"", ""FD7292""]","[""Ronald Valenzuela"", ""Harold Mcdonald"", ""Andrea Smith"", ""Crystal Jenkins"", ""Mark Freeman""]",2025-09-03 07:33:02,720,"1476 NE 50th St, Seattle, WA 98105","[""COMPANY_OFFICER""]","[""Jessica Mendoza"", ""Anthony Nelson""]",6a9586b3-b9a1-45dd-97ff-e4ce68e4f7c3,2025-09-02 19:33:02,STATION_4,E006,ENGINE 006,REGULAR
"[""FD9306"", ""FD1707""]","[""Patricia Rollins"", ""Marissa Flores""]",2025-09-18 11:00:10,600,"1085 N 40th St, Seattle, WA 98103","[""FIREFIGHTER"", ""PARAMEDIC""]","[""John Carlson"", ""Virginia Perez""]",4a8c33be-b67c-41fc-818d-b046e575cb10,2025-09-18 01:00:10,STATION_29,A012,AID 012,OVERTIME
"[""FD6891"", ""FD9218""]","[""John Robles"", ""Ronnie Perez""]",2025-09-06 15:14:41,1440,"1050 E Roy St, Seattle, WA 98112","[""PARAMEDIC""]","[""Vincent Howell""]",368fd265-f0d0-4d54-a396-c3c0d1db99bf,2025-09-05 15:14:41,STATION_9,A026,AID 026,OVERTIME
"[""FD2462"", ""FD3779"", ""FD1778"", ""FD7436""]","[""Jeff Peterson"", ""Sarah Hicks"", ""Jennifer Phillips"", ""Charles Williams""]",2025-09-07 22:24:32,1440,"686 E Olive Way, Seattle, WA 98112","[""FIREFIGHTER"", ""PARAMEDIC""]","[""Julia Mckinney""]",f5fe7b2a-443d-466b-b6b9-2e45109110cf,2025-09-06 22:24:32,STATION_17,L031,LADDER 031,OVERTIME
"[""FD5265"", ""FD5851""]","[""Dustin Schultz"", ""Melissa Parrish""]",2025-09-04 14:26:45,1440,"1608 N 50th St, Seattle, WA 98103","[""FIREFIGHTER""]","[""Gary York"", ""Heather Davis""]",530a11fd-26c3-4a92-a745-9e2aa946961b,2025-09-03 14:26:45,STATION_26,B010,BATTALION 010,OVERTIME
"[""FD4647"", ""FD5374"", ""FD2439""]","[""Courtney Ortiz"", ""Andrew Sexton"", ""Angela Santiago""]",2025-09-12 13:40:14,600,"1500 NW 62nd St, Seattle, WA 98107","[""FIREFIGHTER""]","[""Mitchell Rodriguez""]",ab93b95d-f7bf-4363-83f6-c5f1afaff324,2025-09-12 03:40:14,STATION_30,M020,MEDIC 020,OVERTIME
"[""FD5370"", ""FD2713"", ""FD1589"", ""FD6249""]","[""Robert Stevens"", ""Gregory Martinez"", ""Allison Peters"", ""Melissa Castillo""]",2025-09-06 14:20:31,1440,"667 E Blaine St, Seattle, WA 98112","[""FIREFIGHTER"", ""PARAMEDIC""]","[""Jordan Torres""]",883f9570-c15f-4fcf-bc60-37b07e9a8b32,2025-09-05 14:20:31,STATION_35,M020,MEDIC 020,REGULAR
"[""FD5976"", ""FD3364"", ""FD1961"", ""FD3275""]","[""Alicia Obrien"", ""Susan Payne"", ""Christina Beck"", ""Brandon Rios""]",2025-08-30 05:29:06,1440,"1016 S Jansen St, Seattle, WA 98108","[""FIREFIGHTER""]","[""Deborah Martinez""]",c3ada11a-70d4-497f-b444-67044365a300,2025-08-29 05:29:06,STATION_32,B025,BATTALION 025,REGULAR
"[""FD7278"", ""FD3423""]","[""Amy Clayton"", ""Amber Santiago""]",2025-08-30 19:53:21,600,"1222 S Bailey St, Seattle, WA 98108","[""COMPANY_OFFICER"", ""FIREFIGHTER""]","[""James West""]",44a1bd70-26b3-48fc-a4fe-7b39c7d34899,2025-08-30 09:53:21,STATION_15,A020,AID 020,OVERTIME
"[""FD9233"", ""FD4455""]","[""Jesse Buchanan"", ""Rodney Trujillo""]",2025-09-25 05:08:16,1440,"614 Jefferson St, Seattle, WA 98101","[""COMPANY_OFFICER"", ""PARAMEDIC""]","[""Dennis Anderson""]",ceaca48f-d4cd-4056-a45e-9d732786b575,2025-09-24 05:08:16,STATION_9,M003,MEDIC 003,OVERTIME
"[""FD2053"", ""FD2416"", ""FD4296"", ""FD8115""]","[""Sean Boyd"", ""Angela Sullivan"", ""David Thomas"", ""Jade Jordan""]",2025-09-10 03:58:14,720,"199 E Newton St, Seattle, WA 98112","[""COMPANY_OFFICER"", ""PARAMEDIC""]","[""Christopher Kim""]",01324f5d-c88d-4e6c-a31a-4cadaa02663a,2025-09-09 15:58:14,STATION_18,L021,LADDER 021,REGULAR
"[""FD2819"", ""FD4410""]","[""David Jensen"", ""Dawn Blake""]",2025-09-02 13:34:09,1440,"462 E Harrison St, Seattle, WA 98112","[""COMPANY_OFFICER""]","[""Bobby Diaz""]",1b72f190-187f-41e0-8576-8833956d9650,2025-09-01 13:34:09,STATION_26,A015,AID 015,REGULAR
"[""FD7514"", ""FD4337""]","[""Marvin James"", ""Steven Nielsen""]",2025-09-16 03:02:11,720,"837 Madison St, Seattle, WA 98101","[""COMPANY_OFFICER"", ""FIREFIGHTER""]","[""Edward Pearson"", ""Dave Snyder""]",6df22b99-8e9a-46b9-9170-76fa633a510f,2025-09-15 15:02:11,STATION_30,M022,MEDIC 022,OVERTIME
"[""FD4113"", ""FD4432"", ""FD6014"", ""FD3429"", ""FD7610"", ""FD9493""]","[""Judy Perkins"", ""Bryan Stone"", ""Kristen Anthony"", ""Danielle Payne"", ""Candace Thompson"", ""Crystal Davis""]",2025-09-13 16:00:36,480,"198 1st Ave S, Seattle, WA 98104","[""FIREFIGHTER""]","[""Susan Singh"", ""Briana Morris""]",cd938c7a-c0e4-4acb-9254-e191934d5cdd,2025-09-13 08:00:36,STATION_33,E037,ENGINE 037,REGULAR
"[""FD8192"", ""FD9203"", ""FD9113""]","[""Leslie Roberts"", ""Jacob Gray"", ""Crystal Brown""]",2025-09-11 04:18:48,480,"288 Broad St, Seattle, WA 98101","[""FIREFIGHTER"", ""PARAMEDIC""]","[""Dawn Murillo"", ""Julie Hall""]",654e1196-3901-458c-9fd5-96329130e97a,2025-09-10 20:18:48,STATION_14,A006,AID 006,REGULAR
"[""FD2902"", ""FD5751"", ""FD3164"", ""FD1153""]","[""Travis Fisher"", ""George Young"", ""Jay Morrison"", ""Anthony Higgins""]",2025-09-17 08:37:02,720,"1826 8th Ave NE, Seattle, WA 98105","[""FIREFIGHTER""]","[""Tracy Mathews""]",bd88adcc-cf56-44c1-bc2d-02560eac7865,2025-09-16 20:37:02,STATION_14,M030,MEDIC 030,OVERTIME
"[""FD8183"", ""FD1939"", ""FD7496""]","[""Nancy Garner"", ""James Burns"", ""Ashley Mcdonald""]",2025-09-07 22:24:42,480,"1407 E Lynn St, Seattle, WA 98102","[""COMPANY_OFFICER""]","[""David Silva""]",775fb924-a089-49a0-aeb4-74a9fe3efcfb,2025-09-07 14:24:42,STATION_26,A008,AID 008,OVERTIME
"[""FD4292"", ""FD3086"", ""FD4743""]","[""Tony Vasquez"", ""James Garcia"", ""Pamela Simpson""]",2025-09-21 18:43:45,480,"1454 SW Edmunds St, Seattle, WA 98106","[""FIREFIGHTER""]","[""Cynthia Miller""]",1d728f13-3d92-4b7f-9ff7-2c0d461af805,2025-09-21 10:43:45,STATION_9,A033,AID 033,OVERTIME
"[""FD4625"", ""FD1125""]","[""Lisa Hoffman"", ""Douglas Colon""]",2025-09-01 00:27:36,480,"129 E Prospect St, Seattle, WA 98112","[""COMPANY_OFFICER"", ""FIREFIGHTER""]","[""Wesley Powell""]",afdd2ee7-782b-4c9c-8e2c-fdbcccf515b7,2025-08-31 16:27:36,STATION_32,A022,AID 022,OVERTIME
"[""FD6556"", ""FD3355"", ""FD7305"", ""FD1577"", ""FD2554""]","[""Melissa Taylor"", ""James Walker"", ""Jonathan Bush"", ""Sarah Turner"", ""Rebecca Rocha""]",2025-09-08 06:45:07,720,"881 E Prospect St, Seattle, WA 98102","[""COMPANY_OFFICER"", ""PARAMEDIC""]","[""Brandon Hines"", ""Justin Wilcox""]",a53df101-02b4-4f6e-aab6-b36bf0a98656,2025-09-07 18:45:07,STATION_3,E011,ENGINE 011,OVERTIME
"[""FD6486"", ""FD4988"", ""FD1311"", ""FD4676""]","[""Nicholas Anderson"", ""Angela Livingston"", ""Patrick Snyder"", ""Gregory Castillo""]",2025-08-30 16:38:04,480,"961 E Howe St, Seattle, WA 98102","[""COMPANY_OFFICER"", ""FIREFIGHTER""]","[""Rachel Huber""]",fa4c3a88-137e-4fa7-ba2d-e9aecbfbd2df,2025-08-30 08:38:04,STATION_15,A014,AID 014,REGULAR
"[""FD7907"", ""FD1584"", ""FD7416"", ""FD7477""]","[""Dustin Wright"", ""Luis Stevens"", ""Natasha Cobb"", ""Lisa Davis""]",2025-09-09 20:09:38,480,"761 S Charles St, Seattle, WA 98104","[""COMPANY_OFFICER"", ""FIREFIGHTER""]","[""Bobby Fields"", ""Amber Zamora""]",8da9e135-b3ed-4d20-b62a-33c854266c78,2025-09-09 12:09:38,STATION_21,E016,ENGINE 016,OVERTIME
"[""FD6053"", ""FD6859"", ""FD8226"", ""FD8504""]","[""Joanna Meyers"", ""Dennis Saunders"", ""Michael Rodriguez"", ""Heather Acevedo""]",2025-09-08 20:10:07,720,"462 S Norman St, Seattle, WA 98104","[""COMPANY_OFFICER"", ""FIREFIGHTER""]","[""Karen Harvey"", ""Brandy Proctor""]",375adcbd-3949-4b0f-bdff-1fb66747e338,2025-09-08 08:10:07,STATION_27,B006,BATTALION 006,OVERTIME
